,sp500_Open,sp500_High,sp500_Low,sp500_Close,sp500_Volume,vix_Open,vix_High,vix_Low,vix_Close,vix_Volume,dji_Open,dji_High,dji_Low,dji_Close,dji_Volume,ndx_Open,ndx_High,ndx_Low,ndx_Close,ndx_Volume,n255_Open,n255_High,n255_Low,n255_Close,n255_Volume,ftse_Open,ftse_High,ftse_Low,ftse_Close,ftse_Volume,hsi_Open,hsi_High,hsi_Low,hsi_Close,hsi_Volume,n100_Open,n100_High,n100_Low,n100_Close,n100_Volume,Overall EMV Tracker,infectious_daily_infect_emv_index,GPR,trade_US Trade Policy Uncertainty,trade_Japanese Trade Policy Uncertainty,trade_Trade Policy EMV Fraction
2003-10-22,1046.030029,1046.030029,1028.390015,1030.359985,1647200000.0,17.1,17.98,17.1,17.67,0.0,9741.980469,9742.049805,9580.240234,9598.240234,226890000.0,1403.76001,1404.050049,1385.150024,1387.400024,1711460000.0,11060.549805,11060.849609,10883.769531,10889.620117,82500.0,,,,,,12240.540039,12283.879883,12199.230469,12238.629883,411499800.0,580.780029,581.530029,570.169983,571.179993,0.0,,0.0,,,,
2003-10-23,1030.359985,1035.439941,1025.890015,1033.77002,1604300000.0,18.51,18.51,17.48,17.68,0.0,9597.200195,9622.160156,9551.730469,9613.129883,198250000.0,1371.900024,1387.01001,1369.910034,1378.109985,1937090000.0,10754.009766,10754.009766,10304.290039,10335.160156,97000.0,,,,,,12027.910156,12051.139648,11712.139648,11737.179688,496926000.0,562.950012,567.01001,561.929993,564.539978,0.0,,0.0,,,,
2003-10-24,1033.77002,1033.77002,1018.320007,1028.910034,1420300000.0,18.25,18.68,17.67,17.709999,0.0,9600.980469,9600.980469,9497.719727,9582.459961,297430000.0,1360.550049,1370.670044,1346.01001,1370.609985,1957040000.0,10402.669922,10480.530273,10186.769531,10335.700195,80100.0,,,,,,11792.870117,11819.200195,11558.110352,11736.370117,380986200.0,564.4400019999998,566.26001,561.8900150000002,564.320007,0.0,,0.0,,,,
2003-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,
2003-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,
2003-10-27,1028.910034,1037.75,1028.910034,1031.130005,1371800000.0,17.969998999999994,18.18,17.74,18.049999,0.0,9584.540039,9663.790039,9584.540039,9608.160156,193710000.0,1378.949951,1384.910034,1369.380005,1377.410034,1518680000.0,10360.860352,10483.339844,10349.759766,10454.120117,59100.0,,,,,,11749.870117,11803.179688,11678.200195,11749.719727,215722000.0,567.22998,572.25,566.52002,570.049988,0.0,,0.0,,,,
2003-10-28,1031.130005,1046.790039,1031.130005,1046.790039,1629200000.0,17.790001,17.889999,16.77,16.82,0.0,9609.719727,9749.94043,9609.719727,9748.30957,232950000.0,1385.569946,1420.02002,1382.880005,1420.02002,2076260000.0,10490.290039,10592.049805,10456.849609,10561.009766,61300.0,,,,,,11844.019531,12123.730469,11844.019531,12091.879883,352302800.0,572.299988,576.789978,572.299988,576.26001,0.0,14.848484992980955,1.33,,61.65050552274912,104.298383367654,0.01818181818181818
2003-10-29,1046.790039,1049.829956,1043.349976,1048.109985,1562600000.0,16.85,17.02,16.34,16.43,0.0,9747.049805,9787.269531,9724.679688,9774.530273,224900000.0,1414.180054,1423.689941,1410.51001,1419.920044,1968120000.0,10653.540039,10791.75,10653.540039,10739.219727,81800.0,,,,,,12294.910156,12304.570313,12117.0,12130.509766,321287800.0,581.330017,581.8900150000002,575.619995,578.830017,0.0,,1.6,,,,
2003-10-30,1048.109985,1052.810059,1043.819946,1046.939941,1629700000.0,16.040001,16.76,16.01,16.33,0.0,9772.009766,9838.759766,9754.009766,9786.610352,239250000.0,1437.650024,1437.76001,1413.569946,1417.380005,2158840000.0,10702.94043,10761.620117,10638.889648,10695.55957,74500.0,,,,,,12202.459961,12202.459961,11989.009766,12143.349609,395277400.0,578.719971,586.780029,575.77002,582.169983,0.0,,1.36,,,,
2003-10-31,1046.939941,1053.089966,1046.939941,1050.709961,1498900000.0,16.110001,16.190001000000002,15.79,16.1,0.0,9786.75,9839.860352,9786.75,9801.120117,199610000.0,1423.390015,1443.180054,1411.76001,1416.390015,1833200000.0,10708.040039,10774.110352,10521.400391,10559.589844,64300.0,,,,,,12139.969727,12205.839844,12065.639648,12190.099609,335969000.0,579.419983,582.919983,578.210022,582.01001,0.0,,0.54,,,,
2003-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,77.15381838236631,,,
2003-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2003-11-03,1050.709961,1061.439941,1050.709961,1059.02002,1378200000.0,16.33,16.700001,16.219998999999998,16.549999,0.0,9802.459961,9896.160156,9802.379883,9858.459961,190630000.0,1423.130005,1445.719971,1422.319946,1443.130005,2089430000.0,,,,,,,,,,,12222.44043,12412.179688,12222.44043,12386.80957,309036400.0,583.3599849999998,593.880005,582.820007,593.880005,0.0,,0.0,,,,
2003-11-04,1059.02002,1059.02002,1051.699951,1053.25,1417600000.0,16.57,16.780001000000002,16.450001,16.549999,0.0,9857.490234,9874.830078,9819.860352,9838.830078,197300000.0,1434.349976,1442.27002,1425.26001,1429.380005,2081990000.0,10693.660156,10869.349609,10693.660156,10847.969727,78000.0,,,,,,12503.580078,12537.19043,12406.639648,12440.719727,295240400.0,592.950012,595.3900150000002,589.469971,591.919983,0.0,,0.68,,,,
2003-11-05,1053.25,1054.540039,1044.880005,1051.810059,1401800000.0,16.99,17.32,16.549999,16.860001,0.0,9837.639648,9859.339844,9778.30957,9820.830078,178470000.0,1428.040039,1437.849976,1414.369995,1429.560059,2018140000.0,10816.230469,10837.540039,10668.389648,10837.540039,79500.0,,,,,,12391.740234,12470.910156,12330.570313,12438.919922,253731200.0,589.719971,591.880005,586.210022,587.599976,0.0,,0.52,,,,
2003-11-06,1051.810059,1058.939941,1046.930054,1058.050049,1453900000.0,17.0,17.370001000000002,16.620001000000002,16.74,0.0,9820.679688,9870.599609,9773.120117,9856.969727,183020000.0,1439.219971,1443.060059,1421.560059,1440.079956,2141830000.0,10825.139648,10825.139648,10537.129883,10552.299805,87500.0,,,,,,12341.040039,12381.230469,12059.969727,12150.089844,363887200.0,589.26001,594.73999,584.25,591.0,0.0,,0.0,,,,
2003-11-07,1058.050049,1062.390015,1052.170044,1053.209961,1440500000.0,16.629998999999998,16.93,16.5,16.93,0.0,9857.120117,9903.570313,9798.610352,9809.790039,199350000.0,1450.469971,1453.459961,1436.130005,1436.72998,1957330000.0,10583.120117,10641.5,10479.25,10628.980469,67700.0,,,,,,12205.19043,12256.419922,12129.160156,12215.169922,185262000.0,595.429993,600.549988,595.01001,597.700012,0.0,,0.54,,,,
2003-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2003-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2003-11-10,1053.209961,1053.650024,1045.579956,1047.109985,1243600000.0,17.790001,17.879998999999994,17.530001000000002,17.620001000000006,0.0,9807.490234,9824.379883,9736.900391,9756.530273,172460000.0,1435.869995,1437.060059,1412.140015,1414.619995,1750150000.0,10592.349609,10617.980469,10481.070313,10504.540039,63800.0,4376.899902,4376.899902,4338.600098,4341.799805,1269205300.0,12224.790039,12281.349609,12070.009766,12156.679688,196562200.0,593.570007,598.130005,592.8099980000002,593.179993,0.0,,0.77,,,,
2003-11-11,1047.109985,1048.22998,1043.459961,1046.569946,1162500000.0,18.139999,18.530001,17.5,17.540001,0.0,9756.530273,9761.200195,9719.049805,9737.790039,162750000.0,1412.5,1418.459961,1401.449951,1409.640015,1637810000.0,10407.799805,10407.799805,10112.099609,10207.040039,90600.0,4341.799805,4349.200195,4313.5,4345.100098,1316992300.0,12011.360352,12105.269531,11946.530273,12003.620117,227111600.0,589.580017,590.349976,587.349976,589.76001,0.0,,0.0,,,,
2003-11-12,1046.569946,1059.099976,1046.569946,1058.530029,1349300000.0,17.780001000000006,17.85,16.549999,16.75,0.0,9729.5,9859.339844,9729.419922,9848.830078,188850000.0,1414.209961,1443.52002,1413.839966,1443.52002,1837190000.0,10252.570313,10328.910156,10155.639648,10226.219727,69700.0,4345.100098,4372.700195,4336.200195,4371.299805,1644561100.0,12021.360352,12060.139648,11872.44043,11971.480469,221404000.0,589.01001,592.219971,587.460022,590.289978,0.0,,0.0,,,,
2003-11-13,1058.560059,1059.619995,1052.959961,1058.410034,1383000000.0,17.049999,17.129998999999998,16.43,16.469998999999998,0.0,9846.969727,9852.900391,9792.009766,9837.94043,205640000.0,1434.75,1442.27002,1429.219971,1439.869995,1871860000.0,10345.209961,10431.410156,10277.540039,10337.669922,63900.0,4371.200195,4406.799805,4361.200195,4373.0,1953130900.0,12116.860352,12234.849609,12082.519531,12227.570313,235380000.0,595.9400019999998,596.3099980000002,589.52002,591.26001,0.0,,0.0,,,,
2003-11-14,1058.410034,1063.650024,1048.109985,1050.349976,1356100000.0,16.629998999999998,17.0,16.17,16.940001000000002,0.0,9836.459961,9892.969727,9737.790039,9768.679688,222160000.0,1438.98999,1448.060059,1407.400024,1407.51001,1829730000.0,10338.200195,10354.839844,10164.120117,10167.05957,79700.0,4373.0,4412.899902,4373.0,4397.0,1741157600.0,12219.580078,12267.089844,12164.269531,12203.530273,159501600.0,589.679993,597.8599849999998,589.580017,595.400024,0.0,,1.61,,,,
2003-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,
2003-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,
2003-11-17,1050.349976,1050.349976,1035.280029,1043.630005,1374300000.0,18.139999,19.360001,18.040001,18.6,0.0,9765.639648,9765.639648,9629.870117,9710.830078,204910000.0,1399.380005,1402.609985,1377.900024,1393.75,1861100000.0,10077.879883,10077.879883,9756.5,9786.830078,75900.0,4397.0,4397.0,4337.299805,4338.899902,1660488900.0,11950.480469,12010.419922,11911.849609,11997.019531,238924600.0,587.960022,588.960022,580.789978,581.25,0.0,,0.0,,,,
2003-11-18,1043.630005,1048.77002,1034.0,1034.150024,1354300000.0,18.09,19.17,17.780001000000006,19.110001,0.0,9711.44043,9750.459961,9622.389648,9624.160156,229300000.0,1401.459961,1405.939941,1364.699951,1364.699951,1898710000.0,9790.919922,9906.879883,9678.780273,9897.049805,80500.0,4338.899902,4375.299805,4338.899902,4354.700195,2145406400.0,11966.959961,12049.530273,11828.650391,12027.259766,294217400.0,585.299988,586.25,578.409973,580.0599980000002,0.0,,0.0,,,,
2003-11-19,1034.150024,1043.949951,1034.150024,1042.439941,1326200000.0,19.139999,19.51,18.65,18.799999,0.0,9620.679688,9707.639648,9614.240234,9690.459961,192500000.0,1368.469971,1382.939941,1363.089966,1378.900024,1798010000.0,9804.089844,9804.700195,9614.599609,9614.599609,71200.0,4354.700195,4354.700195,4316.100098,4327.399902,2117673400.0,11839.299805,11913.349609,11797.669922,11872.990234,286103000.0,573.5599980000002,579.320007,571.3099980000002,578.3599849999998,0.0,,0.0,,,,
2003-11-20,1042.439941,1046.47998,1033.420044,1033.650024,1326700000.0,19.09,19.610001,18.459999,19.48,0.0,9688.459961,9726.089844,9613.719727,9619.419922,205970000.0,1365.72998,1394.380005,1362.089966,1363.48999,1799100000.0,9722.070313,9883.889648,9653.759766,9865.700195,74700.0,4327.399902,4356.5,4270.5,4308.0,2092277000.0,11926.040039,11949.290039,11807.299805,11845.410156,225236200.0,580.789978,580.8900150000002,569.659973,575.789978,0.0,,0.0,,,,
2003-11-21,1033.650024,1037.569946,1031.199951,1035.280029,1273800000.0,19.08,19.4,18.82,18.98,0.0,9622.019531,9650.30957,9585.5,9628.530273,209010000.0,1370.630005,1375.939941,1357.25,1373.319946,1621590000.0,9804.44043,9888.929688,9758.339844,9852.830078,68600.0,4308.0,4324.0,4295.600098,4319.0,1673561500.0,11718.509766,11840.19043,11661.469727,11839.799805,248169400.0,576.070007,580.030029,574.700012,579.969971,0.0,,0.0,,,,
2003-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2003-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,
2003-11-24,1035.280029,1052.079956,1035.280029,1052.079956,1302800000.0,18.91,18.98,17.190001000000002,17.440001000000002,0.0,9629.870117,9749.349609,9629.870117,9747.790039,192330000.0,1385.199951,1419.310059,1385.199951,1419.310059,1791020000.0,,,,,,4319.0,4384.5,4319.0,4382.399902,1838710300.0,11854.969727,11889.469727,11793.820313,11848.55957,130638800.0,581.090027,589.669983,580.830017,589.1099849999998,0.0,,0.0,,,,
2003-11-25,1052.079956,1058.050049,1049.310059,1053.890015,1333700000.0,17.4,17.870001000000006,16.4,16.709999,0.0,9748.679688,9795.209961,9723.790039,9763.94043,172500000.0,1418.26001,1424.349976,1411.359985,1411.359985,1836350000.0,9976.129883,10064.450195,9959.509766,9960.200195,64300.0,4382.399902,4409.399902,4378.100098,4388.799805,2145404700.0,12006.30957,12064.75,11974.009766,12008.070313,198981600.0,591.630005,592.97998,588.880005,590.0,0.0,,0.0,,,,
2003-11-26,1053.890015,1058.449951,1048.280029,1058.449951,1097700000.0,16.110001,17.26,16.02,16.23,0.0,9763.490234,9794.679688,9706.009766,9779.570313,162210000.0,1422.01001,1426.280029,1400.0,1420.109985,1524790000.0,9965.540039,10161.790039,9965.540039,10144.830078,58800.0,4388.700195,4423.600098,4366.700195,4370.399902,2007166700.0,12010.709961,12099.150391,11943.94043,12086.669922,181084800.0,590.1400150000002,594.909973,588.25,588.77002,0.0,,0.0,,,,
2003-11-27,,,,,,,,,,,,,,,,,,,,,10155.280273,10173.599609,10075.230469,10163.379883,51000.0,4370.299805,4390.399902,4350.700195,4361.100098,1043348200.0,12075.969727,12131.69043,12015.389648,12075.990234,157270200.0,591.659973,592.409973,589.070007,591.340027,0.0,,0.0,,,,
2003-11-28,1058.449951,1060.630005,1056.77002,1058.199951,487220000.0,16.51,16.620001000000002,16.16,16.32,0.0,9779.719727,9804.980469,9764.830078,9782.459961,79160000.0,1417.410034,1426.76001,1416.209961,1424.25,703800000.0,10144.429688,10144.429688,10033.469727,10100.570313,47700.0,4361.100098,4380.200195,4333.200195,4342.600098,1299647300.0,12108.790039,12339.94043,12091.530273,12317.469727,304785400.0,591.6900019999998,593.01001,585.289978,589.349976,0.0,12.079272270202635,0.0,,125.51745620884752,92.13009627827971,0.03968253968253968
2003-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2003-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,,,,
2003-12-01,1058.199951,1070.469971,1058.199951,1070.119995,1375000000.0,16.74,17.030001000000002,16.17,16.77,0.0,9785.349609,9902.230469,9785.349609,9899.049805,227650000.0,1434.099976,1447.079956,1427.119995,1447.079956,1840020000.0,10006.129883,10439.0,9911.919922,10403.269531,66700.0,4342.600098,4410.0,4342.600098,4410.0,1574257800.0,12306.259766,12481.280273,12306.259766,12456.990234,304013400.0,593.619995,599.679993,592.650024,599.26001,0.0,,0.79,120.24008260248226,,,
2003-12-02,1070.119995,1071.219971,1065.219971,1066.619995,1383200000.0,16.889999,16.889999,16.17,16.27,0.0,9899.639648,9900.450195,9837.269531,9853.639648,257640000.0,1441.709961,1447.839966,1431.319946,1431.890015,1802760000.0,10452.639648,10552.349609,10373.950195,10410.150391,68600.0,4410.0,4416.5,4359.899902,4378.899902,1956833600.0,12526.230469,12539.0,12403.679688,12412.230469,277350800.0,599.4400019999998,601.8900150000002,595.549988,597.299988,0.0,,0.0,,,,
2003-12-03,1066.619995,1074.300049,1064.630005,1064.72998,1441700000.0,16.08,16.68,15.77,16.629998999999998,0.0,9851.94043,9942.009766,9851.419922,9873.419922,222570000.0,1440.369995,1452.030029,1419.77002,1419.77002,2241590000.0,10412.240234,10485.469727,10326.389648,10326.389648,58300.0,4378.899902,4401.600098,4373.0,4392.0,2145700500.0,12386.009766,12480.599609,12334.049805,12361.179688,211462200.0,597.5599980000002,602.3599849999998,596.75,601.01001,0.0,,0.0,,,,
2003-12-04,1064.72998,1070.369995,1063.150024,1069.719971,1463100000.0,16.48,16.83,16.290001,16.299999,0.0,9874.830078,9933.860352,9865.780273,9930.820313,267840000.0,1424.650024,1434.280029,1411.130005,1432.380005,2114230000.0,10341.709961,10449.540039,10339.889648,10429.990234,68400.0,4392.0,4392.0,4371.5,4378.200195,1748247800.0,12379.94043,12400.599609,12286.650391,12342.650391,136335000.0,599.150024,601.27002,596.580017,599.869995,0.0,,0.0,,,,
2003-12-05,1069.719971,1069.719971,1060.089966,1061.5,1265900000.0,16.76,17.32,16.5,17.09,0.0,9923.269531,9923.419922,9846.30957,9862.679688,201640000.0,1415.780029,1429.189941,1405.550049,1406.910034,1665920000.0,10406.469727,10456.780273,10333.639648,10373.459961,57900.0,4378.200195,4385.399902,4337.700195,4367.0,1518092200.0,12309.570313,12367.150391,12236.240234,12314.730469,155955000.0,597.380005,599.169983,591.429993,594.099976,0.0,,0.0,,,,
2003-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,
2003-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2003-12-08,1061.5,1069.589966,1060.930054,1069.300049,1218900000.0,17.549999,17.59,16.52,16.540001,0.0,9862.009766,9970.160156,9859.570313,9965.269531,192730000.0,1406.02002,1419.109985,1399.410034,1418.050049,1583730000.0,10281.25,10293.740234,10013.589844,10045.339844,60200.0,4367.0,4367.299805,4338.299805,4359.799805,1274517800.0,12214.19043,12214.610352,12124.0,12177.44043,149159200.0,590.549988,591.030029,587.6400150000002,590.070007,0.0,,0.0,,,,
2003-12-09,1069.300049,1071.939941,1059.160034,1060.180054,1465500000.0,16.629998999999998,17.799999,16.559998999999998,17.629998999999994,0.0,9966.450195,10003.120117,9916.900391,9923.419922,231390000.0,1423.75,1425.01001,1383.0,1383.660034,1813530000.0,10107.259766,10158.650391,10004.709961,10124.280273,60200.0,4359.799805,4407.5,4359.799805,4379.600098,1900909900.0,12244.660156,12418.780273,12227.839844,12393.639648,192253200.0,593.880005,596.1400150000002,592.349976,592.75,0.0,,0.0,,,,
2003-12-10,1060.180054,1063.02002,1053.410034,1059.050049,1444000000.0,17.66,18.27,17.58,17.870001000000006,0.0,9922.379883,9958.379883,9882.379883,9921.860352,220980000.0,1387.25,1394.689941,1372.869995,1388.959961,1946310000.0,10053.169922,10053.169922,9859.0,9910.55957,60100.0,4379.600098,4379.600098,4312.5,4335.399902,1954990700.0,12321.589844,12428.490234,12310.089844,12398.379883,212682800.0,590.47998,592.380005,586.320007,588.900024,0.0,,0.54,,,,
2003-12-11,1059.050049,1073.630005,1059.050049,1071.209961,1441100000.0,17.950001,17.950001,16.51,16.73,0.0,9922.450195,10026.530273,9920.969727,10008.160156,208630000.0,1388.880005,1422.48999,1387.469971,1416.959961,1807550000.0,9972.580078,10088.110352,9951.339844,10075.139648,58900.0,4335.399902,4347.200195,4316.200195,4331.299805,1852654200.0,12343.889648,12590.230469,12337.820313,12554.580078,286259200.0,590.450012,593.26001,588.9400019999998,593.26001,0.0,,0.0,,,,
2003-12-12,1071.209961,1074.76001,1067.640015,1074.140015,1223100000.0,16.190001000000002,16.98,16.09,16.41,0.0,10008.75,10052.070313,9976.790039,10042.160156,176900000.0,1419.699951,1419.699951,1404.400024,1417.27002,1457100000.0,10139.69043,10228.219727,10085.849609,10169.660156,97900.0,4331.299805,4366.799805,4329.799805,4347.600098,1494091300.0,12631.629883,12674.080078,12566.280273,12594.419922,249958600.0,597.1400150000002,598.219971,591.219971,593.299988,0.0,,0.55,,,,
2003-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,
2003-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,
2003-12-15,1074.140015,1082.790039,1068.0,1068.040039,1520800000.0,15.8,17.42,15.79,17.23,0.0,10046.530273,10139.629883,10021.639648,10022.820313,247020000.0,1442.050049,1442.650024,1396.819946,1396.819946,1815500000.0,10308.339844,10490.769531,10308.339844,10490.769531,76000.0,4347.600098,4397.200195,4347.600098,4348.0,1464465600.0,12705.419922,12740.5,12504.290039,12520.169922,258624400.0,600.580017,601.169983,595.02002,595.700012,0.0,,0.0,,,,
2003-12-16,1068.040039,1075.939941,1068.040039,1075.130005,1547900000.0,17.27,17.450001,15.9,15.93,0.0,10023.339844,10137.629883,10023.339844,10129.55957,233730000.0,1397.410034,1407.380005,1384.52002,1403.280029,1811430000.0,10352.040039,10352.040039,10222.879883,10271.599609,58300.0,4348.0,4351.0,4329.0,4333.0,1896699400.0,12400.849609,12456.009766,12166.980469,12260.330078,1664414800.0,591.299988,596.330017,591.280029,594.3900150000002,0.0,,0.0,,,,
2003-12-17,1075.130005,1076.540039,1071.140015,1076.47998,1441700000.0,16.120001000000002,16.27,15.52,15.58,0.0,10128.75,10146.379883,10094.75,10145.259766,179180000.0,1400.780029,1406.22998,1390.829956,1400.0,1501340000.0,10276.19043,10280.080078,10058.339844,10092.639648,62000.0,4333.0,4366.5,4333.0,4354.200195,2015777000.0,12315.230469,12337.570313,12111.230469,12193.120117,364640000.0,595.400024,595.6400150000002,590.950012,593.599976,0.0,,0.55,,,,
2003-12-18,1076.47998,1089.5,1076.47998,1089.180054,1579900000.0,15.59,16.190001000000002,14.66,16.16,0.0,10141.410156,10254.080078,10137.339844,10248.080078,218010000.0,1404.079956,1432.640015,1404.079956,1431.310059,1714080000.0,10096.799805,10173.679688,10073.259766,10104.0,57600.0,4354.200195,4402.700195,4347.700195,4397.299805,1854662200.0,12225.780273,12310.44043,12163.200195,12240.25,238431200.0,591.960022,598.219971,591.929993,597.710022,0.0,,1.44,,,,
2003-12-19,1089.180054,1091.060059,1084.189941,1088.660034,1657300000.0,16.66,16.809998999999998,15.71,16.42,0.0,10249.480469,10293.19043,10230.080078,10278.219727,279780000.0,1434.930054,1434.930054,1416.209961,1426.170044,1844570000.0,10215.709961,10305.80957,10213.209961,10284.540039,62200.0,4397.299805,4427.799805,4389.0,4412.299805,1525690100.0,12385.19043,12443.969727,12299.700195,12371.75,220748200.0,600.25,600.630005,596.5599980000002,599.51001,0.0,,0.0,,,,
2003-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2003-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,
2003-12-22,1088.660034,1092.939941,1086.140015,1092.939941,1251700000.0,17.059998999999998,17.309998999999998,16.610001,16.940001000000002,0.0,10276.480469,10338.0,10255.259766,10338.0,165730000.0,1422.790039,1433.709961,1419.819946,1431.709961,1283590000.0,10248.80957,10386.44043,10248.620117,10372.509766,54000.0,4412.299805,4431.5,4392.399902,4424.0,1015013700.0,12422.320313,12498.879883,12405.639648,12487.990234,202399400.0,596.039978,601.01001,596.039978,598.320007,0.0,,2.45,,,,
2003-12-23,1092.939941,1096.949951,1091.72998,1096.02002,1145300000.0,17.32,17.4,16.290001,16.49,0.0,10337.55957,10375.929688,10296.150391,10341.259766,151090000.0,1431.640015,1448.189941,1430.040039,1448.170044,1321000000.0,,,,,,4424.0,4440.899902,4411.5,4440.899902,1081078000.0,12515.5,12545.040039,12416.009766,12420.509766,200947400.0,600.070007,600.099976,597.900024,599.580017,0.0,,1.43,,,,
2003-12-24,1096.02002,1096.400024,1092.72998,1094.040039,518060000.0,16.65,16.77,16.24,16.66,0.0,10341.410156,10341.480469,10305.120117,10305.19043,86180000.0,1442.579956,1447.569946,1439.709961,1443.189941,642630000.0,10397.860352,10400.25,10326.169922,10371.269531,54900.0,4440.899902,4457.399902,4432.899902,4444.700195,294396000.0,12468.730469,12507.280273,12446.610352,12456.700195,120815400.0,599.6400150000002,600.969971,599.549988,600.960022,0.0,,0.0,,,,
2003-12-25,,,,,,,,,,,,,,,,,,,,,10347.75,10367.679688,10311.599609,10365.349609,44700.0,,,,,,,,,,,,,,,,,5.89,,,,
2003-12-26,1094.040039,1098.469971,1094.040039,1095.890015,356070000.0,16.76,17.49,16.629998999999998,17.450001,0.0,10305.849609,10343.040039,10304.820313,10324.669922,49520000.0,1444.410034,1451.209961,1442.290039,1443.859985,530810000.0,10367.129883,10417.410156,10336.080078,10417.410156,55400.0,,,,,,,,,,,,,,,,,3.06,,,,
2003-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,,,,
2003-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0022554397583,2.56,,86.3782162119211,71.145505909142,0.0176678445229682
2003-12-29,1095.890015,1109.47998,1095.890015,1109.47998,1058800000.0,17.809998999999994,17.860001,17.07,17.09,0.0,10321.349609,10450.0,10321.349609,10450.0,156400000.0,1447.619995,1470.369995,1447.619995,1470.369995,1413210000.0,10454.69043,10574.94043,10454.69043,10500.620117,52400.0,4444.700195,4460.899902,4432.799805,4457.5,522401100.0,12443.55957,12466.400391,12336.730469,12464.290039,153216400.0,601.469971,603.4400019999998,601.179993,603.340027,0.0,,2.61,,,,
2003-12-30,1109.47998,1109.75,1106.410034,1109.640015,1012600000.0,17.32,17.969998999999994,17.200001,17.68,0.0,10449.700195,10456.070313,10405.849609,10425.040039,132800000.0,1467.73999,1470.380005,1460.670044,1470.01001,1544270000.0,10617.620117,10681.280273,10609.580078,10676.639648,39300.0,4457.5,4477.0,4452.799805,4470.399902,654408500.0,12560.339844,12643.799805,12504.969727,12526.740234,266815000.0,606.669983,607.789978,604.3599849999998,605.48999,0.0,,11.92,,,,
2003-12-31,1109.640015,1112.560059,1106.209961,1111.920044,1027500000.0,17.49,18.860001,17.41,18.309999,0.0,10426.299805,10462.44043,10407.040039,10453.919922,138670000.0,1471.560059,1474.23999,1459.060059,1467.920044,1775710000.0,,,,,,4470.399902,4491.799805,4470.399902,4476.899902,240899600.0,12529.830078,12631.69043,12529.429688,12575.94043,138292600.0,605.349976,609.580017,605.210022,608.969971,0.0,,1.85,,,,
2004-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,92.56997880035108,,,
2004-01-02,1111.920044,1118.849976,1105.079956,1108.47998,1153200000.0,17.959999,18.68,17.540001,18.219999,0.0,10452.740234,10527.030273,10384.299805,10409.849609,168890000.0,1474.160034,1479.589966,1458.51001,1463.569946,1666780000.0,,,,,,4476.899902,4518.0,4476.899902,4510.200195,578018400.0,12664.990234,12815.080078,12664.990234,12801.480469,305575000.0,609.039978,615.9400019999998,608.73999,615.9400019999998,0.0,,0.0,,,,
2004-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,,,,
2004-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,
2004-01-05,1108.47998,1122.219971,1108.47998,1122.219971,1578200000.0,18.450001,18.49,17.440001000000002,17.49,0.0,10411.849609,10544.070313,10411.849609,10544.070313,221290000.0,1474.550049,1496.579956,1474.189941,1496.579956,2362910000.0,10787.830078,10862.349609,10785.870117,10825.169922,44000.0,4510.200195,4515.200195,4494.899902,4513.299805,1405558400.0,12844.589844,13009.400391,12763.099609,13005.330078,362998400.0,615.48999,617.830017,612.919983,617.700012,0.0,,1.72,,,,
